"comments","classe"
"Bruxa",0
"Globo lixo kkkk",0
"Cara foi a Venezuela que fez a cagada, mas é o Bolsonaro o culpado. Eita gentinha nojenta e baixa",0
"Não cansam de passar vergonha!! #GloboLixo",0
"Vai desavisadaaaa",0
"Olha o ódio dessa mulher, ela nem disfarça, toma mentirosa, a verdade sempre prevalecerá.",0
"Globolixo sendo globolixo,  mentem descaradamente. Está Leilane e um nojo, mentirosa contumais.",0
"E a #Globolixo passa vergonha de novo! 😂 Eee novela chata, que não acaba nunca..aff!!!",0
"#globolixo para tá muito feio pra vocês 🤮🤮🤮🤮",0
"😂😂😂😂 #GloboLixo",0
"😂😂😂😂😂😂😂😂 retardada!",0
"Essa zero já era para ter aposentado e parar de fazer jornalismo parcial e@mentiroso",0
"Só sabem mentir. Faz um tempão que não assisto.",0
"So podia ser a Globo lixo",0
"Rsrsrsrs Globo sem globolixo",0
"Toma globo bosta sua lixo",0
"Essa Globo é uma bosta",0
"Kkkkkkkkkkkkkkkkkkkkkkkkkkkkk, esses jornalistas podres da GLOBOLIXO tentam de toda forma boicotar o Governo Bolsonaro, só pra vocês saberem, o povo está vacinado contra vocês viu.",0
"#Globolixo",0
"NA LATA DESSA JORNALISTA IDIOTA",0
"🤣🤣🤣lixinho da globolixo!!",0
"Globo só passa vergonha",0
"Isso passou dos limites, porque a Globo não é punida?deveria ser, só fala as notícias distorcidas e falsas.",0
"😂😂😂😂😂😂😂!!! Lembrei da propaganda da Parmalat!! TOMOU 😂😂😂😂😂Globo lixo 🤮🤮🤮",0
"Mais é muito cara de pau,sensacionalista e desinformada🤮🤮",0
"Globolixo! Globonews lixo!!",0
"Lixo de profissional",0
"Toma abestada.😂😂😂",0
"Globo lixo acabou fim..🤣🤣🤣🤣",0
"É a clara tentativa da globo de achar defeito em td do governo e tem gente que acredita nas informações dessa globolixo!",0
"Isso está ficando ridículo, estes jornalistas não tem vergonha?  Afff.🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️",0
"Rede esgoto todos os dias passando vergonha e desinformado a população👎👎",0
"#globolixo",0
"#globolixo",0
"Poderia ter evitado essa vergonha se não aceitasse a cartilha da Globo a qualquer custo desmoralizar o governo. Bem feito!!!",0
"#globolixo",0
"Por isso não assisto nada da Clobo...lixo.",0
"GLOBOLIXO GLOBOLIXO GLOBOLIXO GLOBOLIXO GLOBOLIXO GLOBOLIXO GLOBOLIXO GLOBOLIXO GLOBOLIXO GLOBOLIXO",0
"Essa senhora é uma vergonha para a classe jornalística, onde estavam os questionamentos dela qdo o Brasil era roubado descaradamente? Onde estão hoje os questionamentos dela qdo o STF quer soltar Lula e trocentos ladrões presos pela Lava Jato? VERGONHA👿",0
"Da nojo de ver as deformação  ttudo pra culpar Bolsonaro eita desgraça.",0
"Idiota",0
"😂😂😂😂😂 cortaram ele na hora kkkk nem deixaram ele continuar explicando, Globolixo",0
"Vergonha dessa bandida!!!",0
"FICOU COM CARA DE TACHO.🤣🤣🤣🤣🤣🤣 #MarinhosCorruptos #MarinhosSãoLixos",0
"Se phodeu",0
"#globolixo",0
"Mulher IMBECIL",0
"Que credibilidade tem? Não sabe nem se informar do assunto, resultado passando vergonha!  #globolixo",0
"Eles não cansam de passar vergonha",0
"Globo e um lixo",0
"Sempre dando fora ! 🐴",0
"#globolixo",0
"#globolixo",0
"Mulher imbecil",0
"Ridícula ...... 🤣🤣🤣🤣🤣",0
"Não tem jeito pra essa gentalha da Globosta!",0
"Assisti duas vezes pra vê-la passar vergonha!!! 😂😂😂😂😂😂👏👏👏👏👏👏👏👏👏👏",0
"Já deu pra globolixo,tá na HR de se aposentar,e deixar o jornalismo pra pessoas q querem da notícias verdadeiras,já nem assisto jornal da globolixo,a tantos anos sendo enganados por notícias mentirosas q cansamos.",0
"Mas o q esperar da Globo lixo, e seus funcionários pagos pra lerem o script ?? Cabecinhas vazias..... 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",0
"A ânsia  de atacar nosso Presidente é  insana. qual a dificuldade desta gente  em respeitar os resultados das urnas? que vão para o inferno. Tem que respeitar meu voto sim.",0
"😂😂😂😂Burra",0
"Esse rapaz não foi eleito presidente  voces  estão se tornando imsuportaveis",0
"Fora #Globolixo",0
"#globolixo  #globolixotraidoradapatria",0
"Eduardo, ow pena do Brasil ! Vcs lutando por ele .... mas os ratos só prejudicam ! Globo, STF, Rodrigo Maia e o Davi Alcolumbre...agora parte do PSL . Muita força eu desejo para vcs ! Rezo pelo meu país ! Só Deus e vcs por nós! 🙌🏻🙏🏻",0
"Mais uma vez a globolixo distorce a matéria .  Impressionante ....",0
"Como sempre atrapalhando o teu pai. Nunca vi tanto filho atrapalhando o próprio pai como presidente da República. #calaabocaeduardobolsonaro",0
"BURRO!!!",0
"@bolsonarosp pega tua viola e sai fora ignorante de nível máximo.",0
"Acabei de assitir essa merda de entrevista que vc deu seu bostinha vc fala em Ai5 ? Falta  homem pra fazer isso ta pra nascer quem vai fazer isso.  Vc e um fdp idiota so fala merda seu arrombado",0
"Ai5 é meus ovos , entrevista de qualidade de gente sem cérebro🍊🍊🍊🍊🍊🍊🍊🍊",0
"Embaixador 😂😂😂foi líder do governo a força,fala merda e depois pedi desculpas",0
"Ridículo! Bosta ambulante. #forabolsonaro 🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊",0
"Falou em inglês nessa entrevista aí ? Burro 😂😂😂",0
"Vc é desequilibrado cara...sem moral algum para quem realmente se importa com o Brasil...pena do seu pai que tem um filho burro igual a vc... até onde vc vai parar tentar querer impor as coisas???",0
"Vc é motivo de piada na grande mídia...se não fosse seu pai quem seria vc??? Ainda bem q só votei no seu pai...sou Brasil acima de tudo...sou verde e amarelo com muito orgulho... agora não tem como aceitar calado o q e sua galera quer fazer no Brasil",0
"Aí está mentindo para a reporte",0
"GABINETE DO ÓDIO SIM, ódio aos corruptos, ódio aos canalhas, ódio aos que são coniventes com os criminosos da NAÇÃO BRASILEIRA",0
"É muito mimi. Sem noção 🙄",0
"O cara fala que o Dólar a 60 pesos é como se estivesse 60 reais hahahaha burro pra caralho",0
"Filho da puta",0
"Vai ensinar seu gado a fritar hambúrguer 03?",0
"Agora sim vale a pena, não aquele escroto do Lobão, @ledanagleoficial",0
"Misericórdia e compaixão deles populismo sem precedentes. Só roubaram pelos quatro cantos do mundo",0
"@bolsonarosp falou do doido do Lobão??",0
"Uma das mais privilegiadas mentes do meio jornalístico. Não trouxe o rancor da globolixo. Parabéns Leda.",0
"O Lobão traira foi na Leda e só falou m.....estava doidão.ele olhava para um lado só,como se alguem estivesse alí.",0
"E AI JUMENTO? HAHAHA TU É BURRO HEIN MANO?",0
"Cara, essa Joice tá querendo ferrar com vcs junto com a ala Bivarista.",0
"Falaram da lua de mel.paga com dinheiro público, micropenis @bolsonarosp",0
"Nojo",0
"Esse vídeo foi de 2016 esse imbecil fez isso e só falaram agora ?",0
"É um velho rico, famoso e escroto pra caramba e as pessoas vêm isso como brincadeira. Fala sério.🙄🤮",0
"Que absurdo! Já basta! Esse país tá uma bagunça. Não se respeitam mais a leis. Esse cara com o apoio do Bozo tá se achando...",0
"Ele nao é gagá. Ele é fruto dessa sociedade misogina que aplaude qq merda q ele faz",0
"Homem doente! Não entendo a mãe levar num programa desse também, triste",0
"Esse homem devia ser impedido de fazer programas e ser internado pra tratamento isso é inadmissível",0
"Gente já passou da hora de tirar  esse bagageiro  do ar! Isso não é velhice, isso chama-se falta de respeito! E isso país acham graça dessas besteiras!",0
"#ridiculo",0
"Podre. Só lembro daquele bandido que falava pro repórter : morre! Diabo!",0
"Imbecil 🙄",0
"Gaga...",0
"Véio caduco não pode ser preso.",0
"Esse home.e ridiculo... Se a lei e para todos, ela merece ser aplicada em um caso desse!!!",0
"É um gagá mesmo esse desgraçado defensor do Bozo.",0
"Silvio Santos é a cara do senhor do engenho",0
"Velho desgracado! Isso e um absurdo!",0
"Nojento!!!! Ninguém vai fazer nada??? Vai ficar por isso mesmo???",0
"E a mãe rindo!! nojento",0
"@pgmsilviosantos misógino. Vcs combinam mesmo @jairmessiasbolsonaro",0
"Ridículo",0
"Silvio Santos lixo!!!!",0
"repúdio!",0
"Esse e doente😭",0
"Mas dançar na boca da garrafa e outras coisas ok... agora um cara que veio do nada e criou um império na televisão, gerou empregos e movimentou a economia sem falar na genialidade dele é um safado agora? Quem são vocês pra falar dele? 🤫Vai fazer metade do que ele fez e faz para o país e depois vem falar algo... lacradora e meia dúzia de jumentos querendo distorcer e ofender só para causar discórdia... não é à toa que são cada vez mais a minoria da população.",0
"Esse cara é ridículo!!!",0
"Ridículo isso",0
"Como pode ser TÃO PODRE, TÃO RIDÍCULO?!?!",0
"Asqueroso!",0
"Nojento 🤮",0
"Que nojo!!",0
"Dá nojo!! 🤢",0
"Ridículo.",0
"Velho pedófilo",0
"Num país sério esse decrépito seria preso, aqui é amigo do presidente e da elite evangélica.",0
"Este Silvio Santos é um idiota não respeita ninguém só poderei apoiar mesmo este outro tal de bosta naro",0
"Que porra é esta doido! Puta que pariu doido!!!",0
"Esse velho imbecil envergonha o Brasil.",0
"Imbecil!!!",0
"Ridículo ainda bem que não  dou ibope pra esse lixo",0
"Escroto FDP",0
"😡😡😡😡depravado",0
"Esse governo escroto e esse Sr: que tanto falam de família e bons costumes, estão me saindo um bando hipócritas!",0
"É um gagá... só  fala asneira!",0
"É um fascista, escravocrata, manipulador e doente. Era para está presso!!!!",0
"Ele não é caduco. Ele é dissimulado, cara de pau, desrespeitoso.",0
"Homenzinho de última!",0
"Credo",0
"VELHO ESCROTO",0
"demencia será?",0
"@alice.lavigne.3388  NOJO! por isso prefiro assistir o fantástico aos fins de domingo. Porque contém informações e conteúdos!",0
"Nojento boca suja",0
"Sem noção! Ministério público tira esse idiota do ar...",0
"Esse sr deveria ser preso.",0
"Nojo",0
"E tem idiota que acha graça nisso e ainda aplaude..nojo desse velho porco",0
"doente",0
"Esclerosado esse homem está pqp",0
"velho nojento 🤮",0
"Sujeito ridículo.",0
"Lixo",0
"Sem graça alguma isso não é pergunta q se faça para uma criança esse velho está perdendo a vergonha na cara ridiculo",0
"Nojooooo",0
"Nojento!",0
"Pedófilo. Era a pergunta que você fazia para suas filhas na hora de dormir?",0
"Que asco",0
"NOJENTO. ESCROTO 😒",0
"Esse babaca só pode estar caducando!",0
"Nojo desse pedofilo desfarsado de bonzinho!",0
"Ele sempre foi um monstro. Sempre humilhou pessoas. Sempre  foi um péssimo empresário, um empregador desleal e injusto. Já deveria ter sido banido há tempos. Faustão não é muito melhor. Temos a pior televisão de todos os países.",0
"Ser escroto!!!! 😤😠😡",0
"Que horror, ele esta caducando🤯",0
"Sr escroto, ja esta na hora desse Dinossauro se recolher pros aposentos dele em ORLANDO, onde vai gastar o dinheiro que ele ganha das  jogatinas dele através  do povo idiota, que compra os produtos de quinta que ele  oferece.",0
"Esse cara é um lixo, que merda! 🤬🤯",0
"E essas mulheres rindo????? Credo",0
"Meu Deus! Alguém interna esse homem.",0
"Inconcebível! Asco!",0
"revoltante.... asqueroso! @aleflamenco",0
"Nojo!",0
"Idiota",0
"Velho Babão",0
"Escroto!",0
"O nome disso não senilidade, chama-se PEDOFILIA!!!",0
"Se fosse meu pai eu ja tinha interditado! Nojento",0
"Velho depravado",0
"nojo nojo nojo 🤮🤮🤮🤮🤮",0
"Velho escroto",0
"Incentivo a pedofilia!🤮",0
"NOJO!!!!!!!!!!!!!!!",0
"Olha isso @celleribs ! É inacreditável que ainda um safado desses não esteja preso!",0
"Que bosta",0
"Que homem ridículo! Nojento!",0
"Que absurdo! Cínico demais!",0
"A mãe ainda ri. Que merda de gente, cara!",0
"Repulsa...",0
"Acontece q todos riram, e a pior de todos ai foi a mãe da meninia,hipocrisia queri vê se fosse um anônimo se ela ia ri.",0
"Ridículo esse senhor.",0
"Este homem é nojento!",0
"Isso é  mais do que constrangimento! Cretino",0
"As se.eu fosse mãe  de uma criança  dessa, ele ia ver com quantos paus se faz um barco.",0
"Nojo define.",0
"Escroto!",0
"Nojo!",0
"Sem noção!!!🙄",0
"Velho depravado!",0
"Que vergonha!",0
"Está gagá!",0
"É um ridículo mesmo. 😤",0
"Que ridículo",0
"Nojoooo",0
"Velho nojento, vocabulário imundo.👊👊👊👊",0
"Passou da hora de dar um basta nesse velho safado 😡😡",0
"Vergonhoso.",0
"Velho podre",0
"Alguém tem que parar essa criatura,já passou do limite...loucura.",0
"Eu já não iria mas, se precisasse do dinheiro, como todos né, não sejamos hipócritas, eu fosse e mesmo se a pergunta não fosse pra minha filha, no mínimo um tapa na cara ele ia levar, depois o processaria por assédio a uma criança😎",0
"Para que eu vou vomitar🤢",0
"Muito nojento",0
"Ele está gaga",0
"Cadê o Conselho Tutelar? O Juizado de menores?? Tanto o SS quanto a mãe estão cometendo crime.",0
"Velho Nojento...",0
"Escroto...",0
"Eu tenho nojoooooo 🤮 desse homem",0
"Ta caduco ja essa múmia.  Ja passou do tempo de se aposentar",0
"PEDÓFILO",0
"Depravado e escroto 😬😬😬",0
"Denúncia esse sujeito escroto",0
"Ridículo, depois de velho  se presta a isso",0
"Onde estão os malafaias, os crivellas, as damares, os felicianos? Bando de hipócritas, falsos moralistas!",0
"Eu hein e daí pra pior só abre a boca pra sair 💩",0
"velho nojento babão se fosse um pobre já tinha ido preso",0
"Esse cara é nojento",0
"Ele já foi caduco....há uns 10 anos atrás!!agora tá passando dos limites total!!!",0
"Escroto",0
"Isso é um imbecil!",0
"Que nojoooo. Aí isso aí ninguém faz nada né? Velho asquerosos dos infernos.",0
"Eca!😠😠",0
"É um imbecil!",0
"Velho nojento 🤮,igual o mito 😰",0
"Boca escrota essa .",0
"Ta maluco o veinho",0
"Ele ainda ri, é um imoral",0
"Se o comandante não respeita o povo. Eu o odeio por isso. Agora passo a odiar esse cara aí protegido pelo dinheiro ódio e nojo.....",0
"E os jurados ainda riem deste imbecil!",0
"A mãe ...vey... Eu dava na cara dele",0
"lenantemo-nos todos e saiamos dessa emissora e desse devasso",0
"Ridículo!!!!",0
"Esse sujeito deve ser algum tipo de sequelado. Não possível alguém ser escrito assim sem ter algum problema mental.",0
"coragem pq noção não tem",0
"Que nojento.....",0
"Vergonha",0
"Que nojoo...que emissora lixoo!!!",0
"Eu jogava essa porcaria no chão!",0
"Velho dafado, sem vergonha! Ta praticando pedofilia seu patético?",0
"Esse dinheiro sujo!",0
"Esse senhor já era p ter sido interditado!!!!....Desde o dia 7 de setembro!!!",0
"Ridículo esse cara",0
"Noja comprando a inocência dessas meninas! 😠😠😠🤮🤮🤮🤮🤮🤮🤮🤮",0
"Chega ser nojento,",0
"Pergunta mais idiota.  Velho pervertido",0
"Velho asqueroso!!!",0
"Se caducou, deve ser afastado e tratado. Não sabe o que fala.",0
"Que nojo desse homem",0
"Imundo",0
"Perturbador, asqueroso, ridículo. 😡 #nãopassarão",0
"Que nojo desse homem!",0
"Gente que doente !",0
"Esse homem é um babaca, esse programa dele já deveria ter saído do ar!",0
"Velho gagá! E ninguém impede esse Zé Alzheimer!!!!",0
"Nojento e os baba OVO ainda batem palma cade o Conselho tutelar?? 🤮🤮",0
"nojo",0
"Agora já passou do limite...se está caducando...o lugar dele é em casa com familiares cuidando dele....",0
"Nojo",0
"ridiculo",0
"NOJO",0
"Que nojo deste cara.",0
"Interdita esse homem.",0
"REPUGNANTE 🤮",0
"@maisa vamos tesouro, ñ se misture com essa gentalha 🥺",0
"Velho nojento",0
"Meu Deus, que absurdo!! Escroto, não tem outra palavra!!!",0
"Deveriam fechar o sbesteiras.",0
"Débil mental .",0
"Ridículo esse  tal de Silvio Santos , ficou rico às custas da ignorância do povo!",0
"Nojento.",0
"Caramba 😱 quem vai parar esse milionário debochado e tarado .",0
"Cara nojento",0
"Essa mãe tinha que ter virado a mão na cara desse velho nojento!",0
"Isso é no cúmulo.... Simplesmente ridículo!!!",0
"Nojo desse canastrão!",0
"tem gente que acha normal , este velho virou um pedofilo na tv aberta, e tem gente que acha engraçado",0
"Puta nojo desse cara",0
"Nojo!!!! Mas a família tradicional brasileira adora, não é? Muita hipocrisia!!! 🤮🤮🤮",0
"Nojento 😧",0
"Nojo",0
"Isso é um escroto. Velho safado.🤮",0
"Tudi lixo e me admiro mães levando crianças lá 😩",0
"Idiota, pergunta a tua neta velho nojento!",0
"Esse velho tá louco",0
"Horrível! Silvio precisa ser parado urgente!!! 😢😢😢",0
"Ridículo",0
"ESCROTISSIMO",0
"Esclerosado!",0
"velho nojento",0
"Ridículo",0
"E ainda acham engraçado. Ridículos",0
"Idiota",0
"Absurdo, um babaca desse e ainda tem audiência!",0
"Pelo amor de Deus, cadê o pai desta criança  não vai, fazer nada só porque o veio do sbt é amigo do bozo?",0
"Que ridículo! 🤢🤮",0
"Parece gagá, mas sempre foi assim. É um nojento mau caráter mesmo. Mais um episódio grotesco desse cretino com crianças. #racista e #pedófilo",0
"Que nojo, é um criminoso!",0
"Que imbecil.",0
"Esse velho é nojento",0
"Aff misericórdia 😱 já está gaga... Ridículo 😠",0
"Asco!!",0
"Estas pessoas que tratam esse verme Silvio Sanntos ccomo caduco no fundo pensam como ele.",0
"Velho asqueroso 🤮",0
"Que horror",0
"Velho escroto!",0
"Ainda aplaudem uma carniça dessas...",0
"Ele não está caduco, não! Ele sempre foi nojento!",0
"VERGONHA",0
"Imundo, cadê o  presidente de merda pra falar q tá errado?? Vai tomar no cu mano eu fico revoltada com vcs, com a sociedade q votou em bosta, em um saco de bosta",0
"Este lixo e igual ao ditador Bozo fdp",0
"Doente imbecil... que asco desse velho.",0
"Velho idiota, queria que ele tivesse perguntado pra minha neta.",0
"Nojento",0
"Cadê o MPF?? Tv é uma concessão pública!!! Esse depravado não pode fazer da emissora e do programa dele o que bem quer e entende.",0
"Precisa amarrar este VELHO caquético junto com o 💩 do presidente dele.",0
"Alguém tem que tirar esse cara nojento do ar!",0
"Ridículo....Velho babao",0
"Interna essa coisa",0
"É surreal uma coisa dessa, que bosta de justiça é essa que nada faz contra esse pilantra?",0
"Esse velho tá ridículo já perdi todo o apreço por ele faz tempo , ele já se provou um velho louco por dinheiro e poder e chupa políticos que estão no poder .",0
"Nojo, ta passando dos limites",0
"Meu deus isso é nojento",0
"Nojo",0
"Absurdo!!! Nojo desse babão tarado.",0
"Ridiculo esse senhor",0
"Homem nojento, sem limites!",0
"Que coisa horrorosa,  nunca teve conteúdo mesmo. Deprimente esse programa.",0
"E a imbecil da mãe, ainda da risada.",0
"NOJENTO!",0
"Tá gaga? Isso é abuso, demoro pra sair só ar.",0
"Escroto ,nojento 🤮🤮🤮",0
"É muito absurdo isso!!! É imoral e criminoso sim... delito dos mais graves!tem que ser tirado do ar... da casa das pessoas esse infame! 🤬🤮😡",0
"Nojo!",0
"Nojo demais desse cara.",0
"Ridículo!!!!!",0
"Lula tá preso babacas!",0
"Que palhaçada é essa, ridículo demais",0
"Um ridículo, sem noção, doentio...e rir ...criminoso!",0
"Nojento",0
"Ridiculo",0
"Um vagabundo",0
"Nojo 🤢",0
"Repugnante",0
"Idiota",0
"Isso é. O cúmulo da estupidez, da ignorância e da falta de respeito. Velho safado! Vá criar vergonha e redimir-se de suas brincadeiras maléficas!",0
"Acho que já passou da hora desse otário responder pelos desrespeito que ele comete... E ainda tem esses pais que colocam as crianças nessa situação por dinheiro ou por alguns minutos de fama ... lamentável",0
"Eu só queria que a Maísa desse um pé na bunda desse nojento! Uma rainha daquelas❤️",0
"Eu não consigo dar play no vídeo de tanto nojo que sinto!",0
"Já está caducou affff 🤑",0
"Cretino",0
"Esse cara tem que ser calado, não podemos achar que seja senilidade, é um criminoso sem escrúpulos e sabe bem que está fazendo.",0
"Velho ridículo 🤢🤮",0
"Eca",0
"Interditem esse velhote urgentemente e que a família assuma a emissora ou que a concessão seja passa à frente por pessoas mais competentes e responsáveis.O SBT já não faz mais programa para a FAMÍLIA brasileira com respeito como antes. Senor Abravanel,o senhor está sem noção.",0
"E ninguém processa esse nogento",0
"👹SILVIO DOIDO👈🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮",0
"Desequilibrado! Até quandoo?",0
"Ainda tem quem ache engraçado esse velho pervertido",0
"Aqueles tapinhas no braço da menina deveriam ser dado com muuuito mais força na cara desse BABACA!",0
"Faz parte do patriarcado brasileiro querem o que?? Homens nojentos que já veem meninas como mulheres.",0
"Ridículo!!!",0
"Perdedores.",0
"Náusea define",0
"2 safados!",0
"Dois inúteis só faltou o @cirogomes",0
"Show de horror kkkkkkkkkk",0
"Ainda bem q nos livramos disso 🙏🙏",0
"Você vai rir feito um condenado Haddad?",0
"Só vim ler o choro dos gado",0
"Dois pilantras.",0
"Cruz credo.",0
"Vagabundos",0
"Tranqueiras......",0
"Ele rouba tbm ?",0
"Dois tipos sem graça!",0
"Sem contar que a Globo Mandou Roubar a TV Cultura🌶🖤🦅",0
"Inútil ambos",0
"Esse otario merece uma corretiva,,,vamos ver se é homem,, assim como é na língua,,, dá uma sova nele com um chicote de umbigo de boi até ficar mole no chão para aprender a respeitar as pessoas,,,, não vpide comparar as oessiasy como se fosse da família dele!",0
"Não entendo essa democracia que um imbecil que escreve isso contra uma autoridade não  vai preso, não é processado e eles falam tudo q querem e ninguém faz nada. Absurdo isso. Se existisse um",0
"Caralho!! Que jornalista desgraçado!!!",0
"Ridículo. Jornalista não é gente.",0
"Muito bem respondido a esses carniceiros da imprensa marrom brasileira...o silêncio as vezes é melhor do que mil palavras ...basta ser bom entendedor .. globô bolixo,Uol e grupo",0
"isso não é imprensa isso é abutres e o pior de tudo que muitos aí estão sendo pagos com dinheiro público dinheiro vindo de ONGs e de facções políticas criminosas disfarçadas de partidos políticos Essa é a pior parte.",0
"Divulguem o nome do jornalista, tem que ser levado a justiça, cadeia nele.",0
"Um babaca desse tipo tem a responder um processo sinistro, tirar até as cuecas de um miserável ordinário desses.",0
"Como pode tamanha falta de respeito !",0
"Imprensa podre a Ministra Damares é protegida por Deus",0
"Da nojo de jornalista desse nível de escalão, será que ele tem mãe, irmãs etc. não sei quem é porque um lixo desse nem precisamos conhecer.",0
"Calem esses covardes, canalhas com trabalho! Avante Ministra Damares",0
"Repugnante essa matéria, esse indivíduo precisa ser processado!",0
"De o nome desse imbecil, machista ,nojento, babaca 🤮🤮🤮, Sra MINISTRA, para q todas nós mulheres possa encher a caixa de mensagem dele de  boas postagem esse jornalista idiota merece conhecer a força das mulheres. 🤬😡",0
"Carta capital , revestinha de banca, sórdida!",0
"Carta capital, revistinha de banca, Sórdida!",0
"Não gostei do teatrinho dela.",0
"Homem canalha! Sem vergonha #respeitaaministradamares",0
"vamos fazer alguma coisa... acredito plenamente q esse verme nao é humano...gostaria de saber o nome desse fdp",0
"Ele ataca as pessoas com fama pra ver se aparece Ministra . Atacou o jornalista Augusto Nunes também, apoiando o outro canalha americano.",0
"A imprensa parece as vezes um judas.",0
"Tudo que esse babaca falou da nossa Ministra ele queria q fosse com ele.",0
"Esses bandidos vão pagar caro. Nossa ministra é uma grande mulher🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷👏👏👏👏👏",0
"Ridículo",0
"E esse verme q escreveu isso deveria ser punido..sem ética e sem moral..um verdadeiro imbecil .",0
"Ministra, de os nomes  pra que todos saibam quem são os covardes e mais, processe-os imediatamente.",0
"Que absurdo estamos vivendo no Brasil! Eu pergunto: não dá para processar esses idiotas por ofensa a moral de uma Ministra? Esperimenta xingar um funcionário público de qualquer porcaria de repartição pública, para ver onde vc vai parar! Então porque não se faz nada quando ofendem o Presidente ou qualquer dos seus auxiliares? Como podemos aceitar isso?",0
"Manda prender esse babaca!!!!🤬🤬🤬🤬🤬",0
"Chamar um vagabundo desses dd Horn",0
"❤️Ministra Damares a Senhora é uma mulher linda em tudo e abençoada por Deus. Este ser abjeto tentou atingi-la com as imundices peculiares a ele próprio. Continue este exemplo de ser humano iluminado que irradia luz por onde passa quem não tem competência, não se estabelece que ele aceite logo, talvez doa menos.kkkkkkk",0
"Esses fdp que tinham que ficar em cela com esses criminosos que não vem uma mulher há tempos !!",0
"Ainda ter retardado que da audiencia a um jornal lixo desses.",0
"Esta  revista é podre. Só os ratos dos esgotos mais imundos  a leem",0
"As mulheres te respeitam Damaris! Continue firme com seus propósitos, não permite que um cafajeste, um troglodita te faça sentir mal!",0
"Esta  revista é podre. Só os ratos dos esgotos mais imundos  a leem",0
"Triste ouvir isso de uma mídia podre.....ainda assim vem um jumento perguntar se ela vai sair do governo. MEU CARO JORNAZISTA vai pra pqp.",0
"Esse texto faz parte de um plano vídeo de um grupo desesperado ávido por poder com uma dor profunda por ter perdido nas urnas. Um imbecil desses merece um belo processo e uma bela investigação devastando sua vida. Se um jumento desses se diz jornalista, lastimo pela categoria profissional denegrida por esse infame.",0
"Por favor processe este escroto,energúmeno,mente capto,imundo,porco,em nome de todas as mulheres do Brasil,processe!",0
"E  os diretos morais? Processe os canalhas!",0
"Deviamos invadir o insta dessa carta capital e falar oq eles merecem ler...senti a angústia nas palavras da ministra Damares...estou contigo",0
"Falta de RESPEITO ao extremo desse infeliz repórter, JUSTIÇA nesse IMBECIL",0
"Vagabundo, safado.",0
"Ministra, filha do Deus altíssimo! Não te assuste com esses filhos de satanás! Eles só fazem barulho. Vc está coberta pelo sangue do cordeiro! Fica na paz querida! Deus, só dá grandes lutas, pra grandes guerreiros! Não te mandei Eu, ???? Seja forte, não temas!!!!",0
"Gente isso é muito criminoso! Chega! Tem que punir sem dó esses indivíduos de almas estragadas, para que o mal não contamine outras pessoas ... #SomosTodosDamares",0
"Dá até náuseas ouvir um texto desse jornalista/vagabundo!!!",0
"Qual é o nome do jornalista ??? Tem que divulgar para fazer passar vergonha !!!",0
"Cadeia pra esse reporte de meia tigela.",0
"E a AGR vai fazer alguma coisas com estes canalhas que atacou a ministra com estas palavras?",0
"A Ministra é especial , mulher de Deus !!! Tudo que é dr Deus o demônio odeia ! As pessoas que te atacam são instrumentos do demônio pra te atacar !! Descansa no Senhor 🙏",0
"Que terror! Meu Deus que desumanidade!!! Como um homem desse ainda é ouvido por alguém!? Como alguem ainda ousa contratar seus servicos de jornalista ainda!? Só alguém q é igual a ele, alguém asqueroso, desumano e cristofobico! 😡😡",0
"Jornalista asqueroso 😠😠😠",0
"Jornalistas babaca, somos todos Damares❤️❤️❤️",0
"Que absurdo eu colocaria esse verme na cadeia para aprender respeitar pelos menos a mãe  dele pq quando ele ataca uma mulher ataca a sua propria genitora que vergonha de um ser deplorável  desse 😠😠😠😠😠😈😈😈😈",0
"O idiota deu a faca e o queijo a Ministra Damares para processa lo. Kkkkk",0
"Tenho engulhos desse covarde,canalha que escreveu isso sobre essa Ministra tão querida e Amanda!ele devia ser entregue a nós mulheres, nós íamos fazer uma massagem daquelas nele😂💪",0
"QUEM ESCREVEU ESSAS IMUNDÍCIES REPUGNANTES E QUEM AS PUBLICOU DEVERIAM SER ENTREGUES AOS VINTE PRRDID",0
"Jornalistas são uns abutres que cruzaram com porcos. Chafurdam na lama sempre.",0
"Meu respeito a Ministra. Toda minha indignidade a imprensa suja que a persegue e a violenta.",0
"A minha mais profunda empatia e solidariedade a nossa ministra. Pq esse bosta se acha no direito de sair ofendendo as pessoas desse jeito?",0
"Assustador 😱😨😥😔 espero que não fique por isso mesmo, ela precisa processar esses vermes, além do canal de denuncia, que é uma excelente ideia, tem que processar e endurecer as leis e o cumprimento delas.",0
"Canalha demais que faz uma coisa horrível dessa contra quem quer que seja",0
"Esta Carta Capital é um lixo !",0
