comments,classe
"#AgresiónManterosBcnPdV Soy partidario de ayudar a la gente sin papeles, pero se están aprovechando de nuestra solidaridad. Lo que faltaba por ver, agredir a turistas y policias. La única manera que nos obligan hacer es mantero sin papeles, mantero a su país",1
@PPatriciamh @SUKOICRIOLLO Callate puta. A esa mierda la insulto cuando me da la gana. Y suerte que este podrido porque se lo samparia en la cara,1
Cuando decís que una mujer es guarra en la cama me la imagino lanzádoos caca y haciendo pis en vuestra cara y me río mucho.,1
"Las migraciones no deben coordinarse, deben RECHAZARSE. Europa no necesita inmigración, necesita que todos los inmigrantes, sus hijos y nietos nacidos aquí, se LARGUEN. No son bienvenidos.",1
"Me quieren seguir en ig un montón de árabes/turcos/israelíes,creo que tengo cara de terrorista y no me di cuenta",1
Los sin papeles te roban el trabajo. https://t.co/OCAXJm4UH2,1
@Andrea_Mush Mami ellas son pendejas tú eres fabulosa (léase en tono de soy bien perra),1
"LA INMIGRACION LEGAL SI CREA RIQUEZA PERO LOS ILEGALES SOLO NOS CUESTAN DINERO A LOS CONTRIBUYENTES POR QUE SE LES DA DE TODO ¿NO? - La riqueza se crea, no se reparte https://t.co/sJ7cXm9hwp vía @voz_opinion",1
@bangtancitos si pero callate zorra,1
@antu_cerevin @BornetVane Callate perra jajajajajajajajajaja,1
@MeelFernandez8 Jajajajajaja lpm Callate que vos sos la zorra número 1,1
@TopisimaYo @PadreJosePalmar CALLATE perra muérete de hambre !!!,1
Yo tengo un pana que su novia es tan puta que en vez de ponerse condones antes de chingar debería tomar antibióticos.,1
Qué es un partido doble mixto de tenis? Un single de hombres con obstáculos.,1
"@Gaoh1 -Me voy antes de que Joey empiece a llamarnos zorras a todos. -Cállate, zorra!",1
Es racista para los africanos para los sudacas no... https://t.co/Nz5EBx8mK6,1
@pedrons97 Jajajaj si we tu eres bien perra chismosa,1
"¿Ha subido una foto suya enseñando un poco su cuerpo? Qué forma de denigrar a la mujer, y encima no me la follaré jamás, puta asquerosa....",1
"-Veis chicas? Nunca hay que tener piedad con estas putas. Hay que educarlas en todo momento y enseñarles para lo que sirven: para nuestra diversión. Le voy a reventar su culo de puta mientras te lo come, y por su bien, espero que se esfuerce o no podrá se",1
"@MarisaGlave callate perra de mierda... anda preparando tus maletas, te vas presa junto con la ratera villaran, la otra ratera heredia y la terruca veronika mendoza.... NADIE TE CREE..sigues con el floro de la matanza y secuentros?? jajajaja lo mismo que ",1
"Me caga la pinche gente que por ser güeros, se creen un chingo ¿O ustedes que opinan, ponches prietos?",1
@xiuvoice CÁLLATE ZORRA,1
"Menudo chiste. Sin papeles, sin dirección conocida... Puede estar en cualquier parte ya. Y aunque lo pillen dará igual, lo defenderá open arms y todas las instituciones https://t.co/kKgIAY6sBK",1
"Negros y árabes aquí en UK, son una desgracia https://t.co/xM35d5JDxp",1
"@PatriaPreciosa Tal vez gege no te responda pero yo si , callate maldita perra acomplejada lambucia miserable",1
No sé dónde vives pero la delincuencia que he visto yo cuando he ido de vacaciones a Madrid y a Barcelona es absoluta vale y estos señores al no tener papeles se ven totalmente Internet de lo que les pueda pasar sin miedo total a la ley https://t.co/dikQdlSUk5,1
"A la luz de los acontecimientos, Casado visitará a quiénes ponen en peligro la familia tradicional en Chueca, después de haber visitado a los inmigrantes que nos invaden y a los etarras que nos matan. #MásterDeHipocresía #PabloCasado",1
"Los taxista de Barcelona dañan al turismo, los inmigrantes subsaharianos que saltan en las playas  No. Telecinco y otros ¡ panda de capullos ! .",1
"Ojooooo que Adán la lía, en el autobús mientras celebraban la victoria, decía esto: 'Mi novia es sevillista, y es una puta más'",1
"@PoderFeminazi Y luego tendrías que fregar toda la sangre y demás, como mujer que eres.",1
@DeenisseMb Jeje callate perra,1
@FacuGajardoBRC Callate zorra crema,1
@Romang0920 Y tu eres una puta,1
@eloyalvidrez10 Tu eres mi lady zorra barata,1
Como son españoles nada... sin fueran refugiados...GLORIA #migrates #refugiados #EspañaLoPrimero https://t.co/JKc8IYs32c,1
Oye viste lo de Sampa... -Cállate zorra te ganamos 9-0,1
Indocumentados sin salarios sin horarios vuelven los chicos del barrio,1
@manuel70m @elhijod50580766 Qué pasó Manolo! Ya Dile al sudaca ese que mande unos kilos,1
"Plot twist: Chat Noir: Tú eres mi mejor amiga, perra desalmada. Ladybug: ¿Qué? Chat Noir: Perdón, me alteré. #MiraculousLadybug",1
@BrotherDroiid @Snowknight9 Pero si tu eres Igual de perra Y rata Haci que no vengas a hablar maldita dejenerada >:v,1
"Le Pen pide a España que expulse a todos los inmigrantes ilegales: Debe actuar como Italia o Australia"""" https://t.co/1H68z6mPVJ""",1
#YuriIsOverParty @OficialYuri te lo merecias muchisimo zorra https://t.co/VGRnNyWa8s,1
"- Mujer, has progresado, solo has estado 2 horas en el telefono, por cierto quien era? -Nada, uno que se había equivocado",1
"Tú... tú eres una puta, una puta una puta y una putaaaaaaa.",1
-¿cual es el vehículo de una mujer? -la aspiradora.,1
"@ValeriaGV0222 @ibaewhore Oye oye, le enseñaré esto a mi mamá, perra",1
@iAmGuillin @laimarie30 *Entra Héctor El Father al chat* ¡Si tú eres una perra pues yo soy más perro! y que se joda. 😂,1
@AnaMari54039993 @anthony_j17 @Lenin Cállate perra igual entendiste el mensaje anda a pintarte las uñas y hablar de maquillajes perra,1
"""Jorge Vestrynge: """"Aquí no vienen cabreros, sino gente emprendedora, valiente, y con formación profesional como mínimo"""" Que corra el vino que vinen ingenieros por la valla de Ceuta 😂😂😂😂""",1
"Vendieron una servicentro shell y echaron a todos los chilenos porque el nuevo dueño solo contrata inmigrantes. Tenemos mas del 7 % de desempleo y solo quieren inmigrantes. Apoyas a los inmigrantes hasta que te quitan el empleo, la polola, la casa o la vida. Defiende a tu gente.",1
@FioreSalo Callate vs puta,1
"@Tabatajalilreal @Azteca @AztecaTrece Putabata, me paras la verga bien rico, te quiero culiar y venirme en tu cara de zorra😍",1
Por qué las mujeres tienen el agujero del culo y el del coño tan juntos?Para poder agarrarlas como un pack de cerveza.,1
@laurg46 @mxnicagb1997 @WaitaSR @NatuLoveYou Mereces la muerte zorra JAJAJAJAJA,1
"@LaMananaTVE ¡Se quejan de los manteros, ¿Como se va a solucionar? :los autónomos asfixiados, los vecinos en plan de guerra, suciedad, mala imagen y esto no es de ahora, mucho bla, bla bla, pero sin soluciones¿Los refugiados los sueltan despues de X días? Para seguir aumentado",1
"-En que se parece una mujer a una foca ? -En que una es gorda, tiene bigote y huele a pescado y la otra vive en el mar",1
@AdvyStyles Callate maldita zorra descerebrada puta come pollas chupa pollas insecto mierdata regenerada maldita hija de mil putas mierdas gay infierno caca espantoso cara podrida cabello de mierda maricona de mierda pedaso de puta estupido carajo mierda ,1
Hoy me encontré a una persona que es de origen mexicano que no habla español (hasta aquí todo bien) pero ¿QUE NO HAYA NACIDO AQUÍ? ¿QUE SE HAYA VENIDO DE MOJADO DESDE MEXICO Y SEA INDOCUMENTADO Y NO HABLÉ ESPAÑOL? NO ME JODAS MALDITO QUE TIENE CARA DE VENDER TAMALES EN PUEBLA,1
@mujerlunabella Para que la negra si tú eres bien puta no hagas promoción pa mi que lo único que quieres es un pinché trío,1
"La Jornada: Trump: veleidad hostil https://t.co/OBdE7kfWJ7 TRUMP SE REFIRIÓ, EN ESTA OCACIÓN, A LOS INDOCUMENTADOS EN GENERAL. EN MÉXICO TAMBIEN TENEMOS CIENTOS O MILES DE DELINCUENTES MIGRANTES DE CENTROAMÉRICA, COMETIENDO DELITOS.",1
Malditos árabes que devolveram o Cazares!,1
"Vaya perla de sabiduría de esta gentuza: “No es tan malo que los refugiados musulmanes violen a las mujeres suecas, ya que es algo cultural en ellos” - Barbro Sörman (diputada socialista feminista. Fuente: https://t.co/RKQEJTNDRB",1
@giiiiiiil99 @maria94betis Si mi novia es sevillista es una puta mas eso ha cantado,1
Se quejan del 'acoso' y hacen este tipo de publicidad.... Y ahí van tu todas a 'provocar atracción masculina' https://t.co/btzgELFrn1,1
"@nanyfe @echarripablo1 Sabes que hija de puta?, te mereces que te pase a vos, que te agarre un gendarme enroscado, te vacie un gas pimienta en la cara, te manosee las tetas, el culo y la concha, y te tengan dos dias en cana mientras el juez allana tu domi",1
"@danielanatt Callate perra traicionera, encima q te cuento algo, ahora menos te cuento lo otro Habla con mi mano natalie",1
"Cuantos peruanos sin oportunidades de trabajo por que se la dan a un Veneco?El costo de vida es altísimo y los sueldos van por los suelos,alguien reparó en esto?Un inmigrante gana la mitad/menos que un ciudadano peruano y por ello nuestro trabajo ya no es remunerado como debe ser",1
@humorethan cállate la boca puta te odio,1
"LA INMIGRACIÒN DE AFRICA Y PAÍSES ÁREBES ES UNA ESTRATEGIA PARA ENTRAR A EUROPA Y ATACARLA DESDE DENTRO COMO HACE MIL AÑOS HICIERON LOS  BARBAROS PARA DESTRUIR EL IMPERIO ROMANO, EL ISLAN ATACA UNA EUROPA LACSA EN LEYES Y DESUNIDA. MARINA LEPEN TIENE RAZÓN, NADA D INMIGRANTES https://t.co/nzduyEI7x5",1
Rata güera piloteando terreneando,1
-¿En que se parecen las mujeres a los delfines? -en que se cree que tienen inteligencia pero no se ha demostrado aun.,1
"@sofiaarranz_ @carmela_garcia_ Callate zorra, ya tengo suficientes enemigos.",1
La zorra de @laufer4 riéndose en la cara de mica mientras lloraba hay la tienen ala careta esa,1
@OficialYuri De hecho Dios vomita a los tibios. Y tu eres tibia. Hipócrita. Puta a escondidas. Doble moral. Ya estas vomitada https://t.co/noOHOXP11u,1
Un sirio-libanés narco-terrorista y un cretino colombiano indocumentado títere de Cuba... Este par de malditas piltrafas gobiernan en Venezuela... https://t.co/KMU1rscH5C,1
@yaniimansilla14 No seas puta y deja de enseñarle eso a la chica 😂😂,1
"¡Ay esos inmigrantes vienen aquí a vivir de lo público, cobrando y robando, además con títulos universitarios falsos!",1
"@VilxSouvenir El de perra me luce pero tu eres tan perra que ni te agarra. Te quiero bebé, el proceso está siendo increíble, el siguiente paso es que yo te maquillaje, vas a quedar perfecta.",1
"Pregunta: en cuánto incide el desempleo en sectores más básicos de la economía por la presencia de inmigrantes? Si no puedo hacer esa pregunta, estamos jodidos.",1
@kleopatreus Tú eres bien perra 😂😂💪🏽,1
Putos moros violadores. https://t.co/zvr41M68xf,1
Guarra buscando a un abuelo por la ventana https://t.co/A21y8EVnUA https://t.co/emkE1Ub5JA,1
"@Conchetta9 Bien sabes que la inmigración a Europa de gente de origen árabe es un movimiento impulsado por Soros y los sionistas para crear caos ahí, en Europa.  Venganza ancestral de judíos contra vaticanos romanos (año 70 arrase de HieroSalem). Arrasar ahora el Vaticano. https://t.co/WXj499wA9D",1
@Milagrosfe Vos extrañas solo a tus amigas perra. Callate,1
"Algunos cuando un inmigrante hace cualquier cosilla: joder es que vaya plaga, son un peligro, FUERA ARRIBA ESPAÑA Esa misma gente cuando españoles violan en grupo a una chica: Seguro que fue violación? MIRA EL CASO DE LOS MOROS DE MIERDA",1
@aguscrisalidee @elisacarrio Callate negra puta. Segui choripaneando.,1
@lopezdoriga Tu eres la puta del gobierno y del @PRI_Nacional y no soy bot...,1
"pablo casado, tomando las  huellas dactilres de los negratas, por si se escapan. La cámara está entre los dedos índice y corazón... https://t.co/8K65F2r9D8",1
Un subfusil y me voy a la valla de Ceuta. O a Tractoria. No pasarán,1
@Andrefcarmona @ValeeJurado Tu eres una perra,1
Ya te dije que te calles puta prra sucia de panocha apestosa.,1
mi novia es una puta merienda😍🤯😛💦,1
@EvelynAlcaldesa Alcaldesa los extranjeros que estan vendiendo en las calles los fiscalizan si estan legal en el País por que no los deportan si estan indocumentados muy bien su trabajo las calles de Providencia parecian interminables ferias,1
"Te gustaría participar en una peli porno? buscamos tu perfil, una tia guarra con ojos bonitos y no muy guapa — Hostia, no te has esforzado mucho, sigue intentándolo https://t.co/A8pnVpXQhT",1
"Acá me ven y ya me hablan español, más sudaca no conseguís.",1
"@AlexaCamejo Cállate puta, si te encanta verme",1
Negratas con 6 patas https://t.co/iLc3uQeA61,1
Quiero vivir en suecia lastima que no soy un arabe de mierda :(,1
@wikitetas_culos Movimiento SEMEN apoya esas tetas. Un RT para difundir la campaña!,1
@troncomachin Que te calles puta de mierda https://t.co/65oVOwG1by,1
@AriiSayago Ay callate perra si siempre voy a tu casa bueno hiba porque hsce cuanto no voy jajajaj,1
@AgusssLarrosa callate perra q t haces llamar mejor amiga zorra del orto aprende a escribir chau,1
"bitch, tu eres la perra' atte reb",1
"@ValencianosHoy @DrodriguezVen Delci es una puta,pero tu eres una prepago de 5 pesos piaso mierda",1
@JDanceInTheDark no puta levanta tu coño puta busca trabajo puta consigue un negocio puta chupa una polla puta,1
"Qué asco y repulsa me levantan los jefes árabes, sus pajas mentales y su machismo rancio..  Arabia Saudita condena a una mujer a dos años de cárcel por abrazar a un cantante https://t.co/FMRBEiajJz",1
Tipico : si una chica no le cae otra chica es por que para la otra es una PUTA 😂 pero solo por que no le cae bien,1
@Sketchshanice Que te calles puta sadboy de los cojones,1
Sos una malparida no mereces ser feliz puta puta puta,1
"@AgosBlanco13 Te cabe, no te lo mereces por zorra",1
"@ingridcoronado Cállate perra, Recalentado los que se echan los directivos de TV Azteca cada que te la pasas brincando de verga en verga, por eso dejaste a Fernando, porque te encanta la puteria",1
Los manteros subsaharianos corren a sillazos a la Policía https://t.co/OXY9ZhnW5y vía @Periodistadigit,1
"@FeerChavela_ Obvio tu eres mi mejor amiga por siempre y para siempre, zorra",1
@uranioceIoso @iStar57_ Tú eres mi zorra favorita,1
@yungpichaku @3adawiyaaa tu eres mi problema puta x,1
"@EstefCastilloS ojala te vayas al infierno, que la vida te de todo lo que te mereces por puta.",1
Y tú eres una perra racista con un enorme sentimiento de inferioridad. Por eso tienes que venir a Twitter buscando protagonismo a costa de soltar mierda aprovechando una desgracia. Deseo que esta sea la última noche de tu vida que te vayas a dormir. https://t.co/yVb67xlIoD,1
"Que patético, vergonzosa la historia de chile, un país del tercer mundo sometido a USA que puso a Somoza, Trujillo y muchos otros patéticos dictadores sudacas https://t.co/HOi439SY8j",1
"@elisacarrio La concha de tu madre hija de mil puta!!! Nada más, no lo mereces",1
@lovatospriority Callate puta que tu fuiste la primera en darle like,1
@Shariit_Rgueez @_Axxelo Cállate. Tú eres bien zorra. 🌚❤,1
@PabloAgustin @barbarammzz @MicaSuarez12 CÁLLATE...PERRA https://t.co/Qm6enxgxls,1
DÉJATE DE WEBIAR ZORRA MAL PARIDA YO NO TE TIRO WEAS VKOOK EN LA CARA MARIA JAVIERA TE VOY A SACAR LA CTM https://t.co/ofEH8W3Gor,1
"Puta de su madre..... Que esta mujer es RECONTRA imbécil y tenemos que pagarle con nuestros impuestos... Le hacen saber que su JEFA SAMURAI recibió dinero SUCIO y ella se convence mas, que tienen que LUCHAR CONTRA LA KORRUPCION ... SACATE LA MIERDA DE LA CABEZA... MUJER https://t.co/ryXAQ6YsRq",1
"@skeletomh tú eres la perra idiota y yo el viejo, okurr",1
"Mis tios diciendo que ines arrimadas es una zorra, a ver callate la boca",1
"@Maritza05484697 TÚ eres la super RE QUE IDIOTA ¡¡DIOS TE MALDIGA Y TE DESTRUYA ERES GRAN MIERDA PENDEJA PUTA JODIDA DEL RE PUTO MIERDA GOBIERNO, DIOS MALDIGA Y MANDE AL INFIERNO A TODOS LOS QUE FIRMARON ESA PUTA LEY, DIOS TE LLENE EL CULO DE CÁNCER RE MI",1
"@zhorro4 tu no eres artista, tu eres una puta buscando enchufado, con el perdón de las putas.",1
"28: te amodio, odio a la perra de tu amiga ☺️☺️pero tú eres mi vida *tijerazo*",1
Tu eres mi puta y yo soy tu crush yo soy tu puto y tu eres mi cruz,1
Deben darle cadena perpetua a todos los inmigrantes que lleguen a delinquir en un país donde le abren sus puertas. Y que paguen esa condena en ese país. No se puede morder la mano de quien te da de comer...,1
"@BedMM @NayBetania Tú eres la culpable, perra >:v",1
"@Flor_avalos23 Te conteste zorra, te conteste, asi que callate y contestame.",1
"es que con ese escote pareces una guarra', 'esa falda tan corta...', 'las medias de rejilla... (puta)' en fin.",1
"@luisale88745179 @KarinaJaz23 @DalasReview Whe puta no, es estupida,mongola, huele pedos,imbecil,plana,costrosa,zorra y pedofila",1
@trujeflowers Cállate zorra jajaja,1
@MemeBurgos tu eres la perra https://t.co/FSN6n9BTBH,1
"L- El mejor luegar para tener mi polla ahora mismo es en la garganta de Wicca, llenándome de babas",1
@JuanitoFxtbol_ @ElKriket Pero tu eres una perra sucia,1
"Una razón más para odiar a Arturo Vidal. Sudaca, chileno y además del barça 🙌🏻🙌🏻🙌🏻",1
"Kösem se lo merecía, fue muy zorra después #KosemGranFinal",1
"Si un español agrede a un GC, echándole cal viva, excrementos, etc,le caen 5 años de cárcel, si lo hace un subsahariano e inmigrante, le damos cobijo,comida,etc algunos partidos políticos lo aplauden,si piensas como yo,algunos gilipollas te llaman,racista,franquista y fascista.",1
"Les destrozas la vida a siete menores y te premian con solo 7 meses de cárcel. ¿ ¿Cuál es el secreto de tanta magnanimidad con un violador compulsivo? No hay secreto, es un 'pobrecito inmigrante'. Angela Merkel, se puede decir que es una cooperadora necesaria en esas violaciones. https://t.co/VFB5aD82ww",1
@lopezdoriga Cállate puta! https://t.co/RO41NM4OQm,1
Retratao el roomba sudaca. https://t.co/4KA6aCyNDb,1
"Aquí podemos ver un grupo de simpáticos moromierdas, basura de la que a @sanchezcastejon le gusta tanto recoger del mar. Como se puede apreciar están totalmente integrados en la sociedad europea. ¿Son o no son como monos salvajes, sucios, delincuentes, violadores y pendencieros? https://t.co/lbZH8Iu92B",1
@MarHuidobro tú eres la zorra madre de un asesino con gen izquierdoso y separatista!!!,1
"@ te sigo amando pero no lo mereces, perra.",1
"@SErikasex Ya deseo castigarte de una buena vez perra de mierda, mereces que te rellene una y otra vez de muchos chorros de semen hasta dejarte preñada!",1
A pedirle papeles a todas las personas en la calle y pedir visa a todos el que quiera venir y deportar ilegales  si no tenemos control en los aeropuertos y puertos y frontera estamos jodidos invasión silenciosa vivir con tu enemigo sin contar con los apátridas estamos en guerra https://t.co/CqPwORL9c0,1
@alwayshateme_ @johan_taps cual ping si tu eres sudaca ademas entiende ptm HITS PUTOS NORMALES NO HITS QUE VAN CON COMBOOO,1
New video posted: brunoymaria Mi mujer es muy Puta y Folla con un Fetichista https://t.co/GOzQ0DPxYZ #fapza,1
"""Mira IMBÉCIL y okupa ⁦@sanchezcastejon⁩ ¡Menudo cachondeo! Los #MoroMierdas que acoges se van de vacaciones a sus """"peligrosos"""" países con las ayudas que les das. NO ES UNA CRISIS HUMANITARIA, ES UNA INVASION DE JETAS, DELINCUENTES y VIOLADORES. https://t.co/sFb6xLOyJr""",1
"Las viejas de antes, puteaban bonito para ganar dinero. Las de hoy acusan de acoso o violacion a algún pobre y buen hombre.",1
@CameArrascae Cállate perra que deje la ventana del balcón del apto abierta jajajajaja me quiero matar,1
"""Los refugiados se van de vacaciones a sus """"países en guerra""""  No cabe un mentecato más. https://t.co/W10dHIIwcW""",1
Cuando un hombre da su opinión es un hombre. Cuando lo hace una mujer es una puta.,1
@BeeluArzola Sos una hija de puta mala.madre pobre ángel todo x una tablet perra mal parida no te mereces nada vos presa tenes que ir no al sicólogo .,1
"Otras voces: ¿Una sudaca y un discapacitado juntos? Por los papeles, o por la pasta"""" https://t.co/SOKARu6Vqc vía @retronesyhombre""",1
@CeleRoldan11 @LucasSpadafora CALLATE YO ME LO DESCARGE YEGUA HIJA DE PUTA EN EL GRUPO HACES LO MISMO y de paso te dejo a moria https://t.co/jDGsabrHfW,1
"@eugenidors  Huyen de una guerra... de dónde sacas tu eso? Por eso Suiza y Bélgica han retirado la condición de refugiados a más de 400 personas que volvían de vacaciones de sus países, en los que los perseguían?. Es todo un cuento y un negocio de las ONGs. Sino, por qué van a ..",1
Te mereces lo mejor de todo' MENTIRA >:V ELLA ES UNA ZORRA QUE SE METIÓ CON EL OTRO ARRUINA PAREJAS(?),1
Tráiganme al puto árabe 🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️,1
Que hace una mujer fuera de la cama? Turismo Y fuera de la casa? Turismo internacional Y en el supermercado? Turismo comercial,1
@sofiammansilla Yo amo que te calles zorra 💗,1
@MarcelaOjeda__ Todos sabemos que tú eres la perra dónde sea,1
@Emily_Guadiana1 @PPTeamKaren YA CALLATE PERRA PLIS,1
No le quiero enseñar a mi papá a usar whatsapp porque en su grupo de natación hay mucha zorra suelta. 😖,1
"Como cuando juegas billar con un arabe, musulman  , y falla un tiro y normal se enfada, es como “todos abajo puede traer una bomba “ y mejor lo dejas ganar jajaja 😭🤷‍♀️",1
buen decia mi abuelo ... la mas callada y la que dice que no es la mas puta https://t.co/ULtqZfVmTh,1
"Siguen siendo mercancía y de la barata ,como los árabes vendedores de coroto. https://t.co/TuSjlgzIUA",1
"malditos árabes, como pueden entender esto https://t.co/7sPjVFSI6u",1
"Pobrecillos. Es que dan lastima. Aunque no entiendo por que ninguno de los asaltantes de la valla de Ceuta tenía aspecto de estar desnutrido o de haber pasado calamidades. Más bien, parecían recién salidos de un gimnasio. https://t.co/8iJnORictx",1
@justlikecams callate camila y dame seguidores perra,1
Maldito sudaca Maldito latino Inmundo chileno peruano o argentino Horrible boliviano Vil ecuatoriano,1
@ulrikvc Callate puta en alemán,1
"Ó sea Que el hombre negro inmigrante que anda por las redes diciendo que se “caga” en nuestras costumbres, en nuestra cultura y en nuestras leyes vaya a poder decidir quien gobierna en nuestro país, es ya el colmo, no podemos tolerarlo, sería terminar de hundir y romper España https://t.co/qsij0j84UK",1
¿Alguien le puede enseñar a superar a esa perra de mierda?,1
"@buflot Tú eres mi perra secundaria, me refería a la primaria",1
Métete en tu vida negro indocumentado JAJAJAJAJJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAAJAJAJAJAJAJAJAJAJAJAJAJJA 😂😂😂👋,1
"Más de 700 moromierdas han asaltado la valla de Ceuta, han echado cal viva y ácido sobre la guardia civil, 22 agentes con quemaduras y abrasiones. Que el imbecil y mentiroso compulsivo @sanchezcastejon no os engañe, NO ES UNA CRISIS HUMANITARIA, ES UNA INVASION!!",1
"Baby, por qué eres así? Tú eres puta",1
La chica es una zorra y una cabrona y el chico un gilipollas que se aclaren los dos porque el uno que se revela y la otra le toca los güebos #Pap399,1
"Coherente, en España haría falta un poco de eso.  A ver cuantos trabajadores españoles pueden permitirse viajes en tiempo y dinero como se dan los reprimidos inmigrantes? ?? https://t.co/hr22t1FHut",1
Tal para cual: un puto chaka sudaca para una afición de ñeros 👍🏻 https://t.co/lHvOjDfC5m,1
@Brenda_boopp @ChrisDiamondx Pase buscando la noche un twit como este... Guarra que bien luces siempre,1
@PakoAyestaran LÁRGATE GACHUPIN DE MIERDA,1
Pues que manden allí a todos esos que saltan la valla  de Ceuta https://t.co/CWoUCoXBQs,1
¿y de donde sacan para irse de vacaciones? de verdad que esto ya pasa de castaño oscuro. ¿refugiados y vuelven al lugar donde les maltrataban? https://t.co/7IL4VYOuqa,1
"@puerk_jimin Te lo mereces mi amor. Eres una puta arenosa y me pena compartir planeta contigo subserie, eres inferior a una cucaracha... Además no te reflejes en los demás cuela, das pena. Besis en la cola ;3",1
"mira esa wea, hermano. Una zorra en la cara https://t.co/bSgGX8vBWy",1
@CarolinaTvSLP Cállate perra! Y agachate,1
@BenditaOk QUE PUTA MADRE HACEN ESTAS VIEJAS HACIENDOSE LAS NENAS SEDUCTORAS RIDICULAS,1
@EternoBlanco_ Cállate perra por un partido no hay vergüenza para alguien que lleva 5 titulos,1
Finales de 2017 y yo todavía no entiendo cuando una mujer es “puta” o “trola”🤷🏼‍♀️🤦🏻‍♀️,1
@emjuarez7 Tú eres mi favorita perra 😪,1
"""Marico soy tan celoso que entro en el Facebook para felicitar a mi bae y hay un maldito cabrón que le puso """"Feliz aniversario amor"""" y le puso un gif de un corazón diciendo """"te quiero mi amor"""", y luego entro a su perfil y es un maldito arabe que había traducido todo en español.""",1
"Esto empieza a irse de madre... o se ponen medidas serías, o sufriremos más ataques de subsaharianos que esperan en un monte próximo en Marruecos. Ahora más agresivos y violentos. #MedidasYa https://t.co/5a8Bphh612",1
ESTA MUJER ES UNA ZORRA 💖💖💖💖🔝,1
@rioroma16 @magoskyper Tu callate pinche zorra lo que es mio nadie lo prueba antes que yo perra monjita,1
"Que vengan unos indocumentados a reírse en nuestra cara, que nos agredan, q la justicia pase, que les demos los mejores cuidados, dinero para comprar en Primark, sanidad, paguitas y vivienda... es que somos gilipollas, tontos, subnormales, idiotas.. #DefiendeEspaña #StopInvasion https://t.co/wiNCBnndzX",1
"Ven, comemela y cállate ya",1
Ser gay tiene sus desventajas como que te odien los putos moros y eso pero a cambio debe de ser un noparar de follar eh o no,1
@policia la Malagueta está llena de indocumentados tocapelotas. Gracias por vuestra inestimable ayuda con la recogida de residuos orgánicos,1
"¿A qué están esperando para regularizar a la mafia de manteros, ilegales y con muy mala leche? Se creen que tienen todos los derechos del mundo. Hasta dónde sé, en ningún país desarrollado, te permiten estar viviendo ilegales y sin papeles. Y ni pensar lo de la sanidad.",1
En Redes Sociales están las fotos de los supuestos asesinos uno un nicaragüense indocumentado y un costarricense. Muy preocupante que la lacra de #Nicaragua entre a #CostaRica como perro por su casa. https://t.co/8PwkSEhehe,1
"80,000 menores han entrado en España solos desde Marruecos, luego llegará la reunificación familiar, Padres, Hermanos, Primos, Abuelos etc. ¿Para que los envía Marruecos? ¿Alguien pide explicaciones a las autoridades Marroquís? ¿SON INMIGRANTES O ENVIADOS PARA INVADIR ESPAÑA? https://t.co/II7nkh5Xii",1
@William43591799 Tu eres una perra,1
@SamBelenn Callate vos sos una puta reprimida ajajaajaa,1
"Trabajar con Árabes es una patada en los huevos, con botas de punta de acero, en el frío entorno de Alaska, a pelo.",1
@MarinaAlbiol Tu eres una perra comunista!,1
@CasftSamu CALLATE PUTA EJEJAJ,1
Vía TuAutoCorrector: RT DeboRecordarQue: Mi novia es una perra (Pluto),1
Lo que más me sorprende cuando se matan unos weyes por culpa de una mujer es que existan pendejos que se quieran matar por una puta.,1
si te llamo puta es porque tu eres mi puta pero habrá problemas si alguien más te llama puta,1
"Los polideportivos que financiamos todos los andaluces para que puedan hacer deporte nuestros jóvenes, están siendo inutilizados e invadidos por subsaharianos y musulmanes",1
INMIGRACION ILEGAL DEPORTACION ¡YAA! Y ENTRE OTRAS COSAS MENOS RIESGO DE TERRORISTAS INFILTRADOS ¿NO? - Un mando único policial para combatir inmigración ilegal https://t.co/UxYyEMH8T3. vía @EPExtremadura,1
@jocksan51 @MemoTorresL Cállate perra,1
"""Sea insulto o no, los """"malditos sudacas"""" son los que tienen en pie a las ligas del fútbol español y europeo https://t.co/EwHDpR0gZV""",1
Racismo es que no haya güeros en aprietos. 🙄😆,1
TE LO MERECES POR PERRA. —Lo arrastra por la academia de las greñas y le da unos chanclazos. https://t.co/9GwmLte4BU,1
@Stolbizer @mainesCyN Callate la boca perra siberiana metiendo a CFK en esto! Sos tan pelotuda podes ser! Nunca seras nada,1
Nivel 4 reforzado es igual a recoger 400 inmigrantes cada día . https://t.co/RVYHv6mL06,1
@Yullian2 A veces creo que tú eres su perra.,1
"@c_orci Si tu eres la que me anda rogando que puta hueva, pinche vieja pediche larga ya te traía bien patrocinada y la sigues haciendo de pedo como chingas a la verga",1
"¿Os imagináis a SEMEN como una opción en las elecciones? No nos interesa, pero quién sabe. Eso si, ni una sola mujer en el partido...",1
@Manaka_msyra @BrianD_Campbell callate zorra malnacida esta el armario empotrado tmb y tengo mil cosas ahi dentro,1
Le voy a enseñar a la perra de mi amiga a jugar al uno,1
