comments,classe
"@sanchezcastejon, urgen medidas contra la entrada de inmigrantes ilegales, necesitamos #FronterasSeguras, ¿hasta dónde pretende llegar?  Oleada de abusos sexuales en Vitoria: Un inmigrante subsahariano ilegal abusa de una mujer en un cajero de Vitoria https://t.co/Q2jKRS4fpd",0
"Tu sigue mandando Aquarius y quitando concertinas , que a solidarios no nos gana nadie , ya nos buscamos nosotros la vida pedrito https://t.co/7QoKGtS5ug",0
"En @elconfidencial: España sigue en la diana del yihadismo en el primer aniversario del 17-A https://t.co/OkRSgD2kCn Pero mientras el Ministro del Interior, quiere quitar concertinas y defiende la llegada de sin papeles, sin poder controlar quienes son y que objetivos tienen.",0
"C 4 nuestro voraz gobierno acuerda traer a España todos los inmigrantes q sobran en Alemania y Francia a cambio d unas monedas d oro para entregárselas al moro y así ""hacer"" más segura la verja de Ceuta.Cuando todos sabemos q no lo hará px q no los quiere en su territorio.",0
"Siempre lo mismo, los 'grandes defraudadores' bla, bla, bla. Los manteros seguro que perjudican ms al pequeo comercio legal con su distribucin de artculos falsificados. Porque no se investiga el origen de esos artculos falsificados?Para eso estn trayendo tanta negrata?",0
"@inma_ben Yo me río del cabeza de aceituna , que puede aportar este sudaca a España. Solo problemas",0
"@sanchezcastejon Genial! Estupenda tecnología para unir 🇪🇸 con 🇲🇦 y sustituir las concertinas y vallas de Ceuta y Melilla, para que los inmigrantes ilegales puedan invadirnos a velocidad supersonica, su socio, George Soros, estaría encantado 👇  #EleccionesYa   #StopInvasion  #SanchezDimision https://t.co/zL1xU2mv8M",0
@GuillaumOctavio No si eres un sudaca indocumentado,0
"@nandoraven @vanesavallejo3 Te aviso que Hungría esta gobernada por un neonazi llamado Orban, quien entre otras cosas, encabeza la ola de gobiernos xenófobos. No quiere inmigración sudaca, ni negra, ni musulmán. Saludo",0
"@Duelelab Como el tonto de zp, que al final tuvo que poner las concertinas, si estos solo saben de robar, no saben de llevar un país.",0
"@InLibertatem O en su hbitat normal: Negrata nigeriano con reloj de oro y collar de igual materia chuleando y prostituyendo a tres o cuatro chicas blancas y espaolas o de Europa del este para su deleite y disfrute mientras goza de casa con todo pagado, pa",0
"Mi monito sudaca sabe hacer muchas cosas, pero leer y comprender no djenlo, su mami le dice que es especial, para que pueda dormir.",0
"@yolandacmorin @CarideGomez Desde luego que s, pero el gobierno quiere poner colchones en la base de la valla para que no se daen los pobrecitos. Y quitar las concertinas para que no se corten. Seguro que lo siguiente ser recibirlos con la banda de msica",0
@pilarfreud @IndeGranada Toda la razn. Ha sido el capitalismo el que ha trado a un inmigrante para que mate a una Espaola. Porque eso se te ha olvidado mencionarlo: el asesino es MORO.,0
LOS REYESUELOS           del pais Sudaca  !!😈  #LaJusticiaInThePendiente   ⤵ https://t.co/NMotCqMh9V,0
@elnano__oficial @bueuF1 Tu a callar sudaca de mierda,0
Además el ácido suele ser de criminales sudaca,0
@MediterraneoDGT y la que quemo el hospital de Tenerife otra sudaca.,0
"@Arivald24740479 Una negrata de cuidado .Dos lucas ,ni para la cucha del perro .este pueblo de mierda traga carros y carretas ,le dà lo mismo ,ocho que ochenta .Tiene amplias tragaderas y el ojete como un bebedero de patos,por eso no sienten ni padecen",0
"@ScavoneMateo Jajajajaja el moro sintindose blanco. Para un Nazi de verdad tengo a mi bisabuelo, no necesito a un sudaca con delirios de ser nacionalizado europeo.Maricn.",0
"< cara cuando eras un negrata que venda crack y mataba hermanos, ratas y policas hace casi quince aos, Qu me vas a ofrecer esta vez, Mattie?- En cuanto escucharon la primera silaba todos en el pequeo grupo callaron y se hicieron a un lado, como si >",0
"Update  *se resbala un chico con una alcantarilla mal puesta*  Mi primo: ""mejor que le pase a un sudaka que a nosotros"" (nosotros entendiéndose como blancos)",0
@piloter13 @NormaCurbelo @elblogdesilvia @Lentejitas No hay nada que me reviente más que una sudaca diciendo que Cataluña no es España. Y para colmo seguro que recibe ayudas del Estado. No me extraña que no los quieran en EE.UU. Después de quejan del racismo. Es increíble..,0
Una sudaca uruguaya residente en España diciendo que Cataluña no es España. No hay nada que me reviente más. Y después se quejan cuando hay racismo. Trump es el más inteligente. Esta gente no aporta nada a un país. Son personas ignorantes y desagradecidas. https://t.co/0i4Bf6WQzA,0
"@s4turnx_ perdón pero yo soy millonario, sudaca pobre",0
Como hay gente sudaca que es hincha del Barca o peor del Atlético Madrid,0
"@Bagatela_SB @voxnoticias_es @ahorapodemos Eres analfabeto? Lo supona. Un sudaca apoyando a un partido nazi. Nunca os aceptarn, mono.",0
@kamenilieff Yo hace 10 aos en la carretera de mostoles a pinto me cruce con uno y me eche a la derecha.Cuando lo detuvo la guardia civil era un sudaca en una prueba d ingreso a banda latina.Os enterasteis ?No .ni nadie n su momento Mamoneo no crear alarm,0
Detenido un sudacano por violar a una mujer en Alegría-Dulantzi https://t.co/waGXO5pxs2 vía @MediterraneoDGT,0
"No entra más a Sudaka ,y si entra es pollo , CORTAAAAA",0
"El aguinaldo no es ninguna conquista de ningún zurdo, sudaca ignorante, la jubilación tampoco, las vacaciones menos..",0
"@EdgardoQuevedo7 @2010MisterChip Ve y ganale a Rusia primero españolito digo si es que eres español, alomejor eres un asqueroso sudaca",0
"@mercheli Habla en sudaca siendo de Valencia, tiene menos cerebro que el teclado en el que estoy escribiendo.",0
"@IgnacioKutcher @Rmelian7 @cesare11ob @HalaMadrid_WJ @juanma_rguez sudaca de mierda pero si cada vez que escribes faltas el respeto, vas dando lecciones y lo que te hace falta es humildad",0
Por dios que mal gusto ya han trado a otra sudaca pechugona que no sabe vestir ni estar a la altura de sus curvas #FirstDates711,0
Thomas es un mierda. Negrata,0
tanto sudaca viene al país laburar sacan planes estudian gratis no pagan nada luz etc tienen dirct tv y se quejan putos rajen a su paraiso,0
"A llorar pal' valle, sudaca resentido. https://t.co/QGUn8Fo8vb",0
¿En USA te han tratado como el sudaca tercermundista que eres? ¿Crees que al americano promedio le interesa un pepino si entraste legalmente?  Que tú hayas tenido los medios para poder ingresar legalmente ¿te hace sentir más que los que no los tienen?  ¡Que pequeño ser humano eres! https://t.co/W1paSaAQDE,0
"Los 602 inmigrantes del salto a la valla de Ceuta, acusados de ""grupo criminal"" en la querella de IGC (Asociación Independientes de la Guardia Civil ) en el Juzgado de Instrucción nº 5 de Ceuta.    En un pais serio estos criminales estarian en la carcel. https://t.co/OQvYhXDY61",0
"@karjimzub @elmundotoday ya es verdad, pero solo para blancos y europeos. Nunca he visto a un sudaca o un negro en esta situación 🙄🙄",0
"@unchinodechina @LaVanguardia Aunq me duela decirlo, esta familia después de ver hace semanas a los inmigrantes de la valla de Ceuta, como quedaron impunes y a ninguno de ellos se les disparo despues de agredir a agentes de la autoridad (y no con un cuchillo, con cosas peores), entiendo q pidan lo q piden.",0
Me río yo de los del Bronx. Escucha negrata: HOR CA SI TAS.,0
"@rogall19 @Rmelian7 @cesare11ob @HalaMadrid_WJ @juanma_rguez Pero callate la boca pobre obeso, sudaca y todo lo que quieras pero por lo menos se escribir, tanto que hablas de mi cabello, no me quiero imaginar lo que debes ser en persona, que te escondes a",0
@Tojinoplay @Manutinho_ @mihaaru_ ¿Tú hermano es sudaca también o con los sudacas si podemos meternos?,0
"@GloriaAlvarez85 @Nanolacouture Cierto ,  mucha gente se emputa con Trump x joder a los inmigrantes ,  pero hace poco detuvieron a un indocumentado por ser pedido en su país por un crimen y el hombre iba camino al hospital a tener su 5 to hijo , para que el gobierno se lo mantenga .  mandan huevo.",0
"@Berserk24490143 No, iba a quitar las concertinas y bajar él a recibir a los invasores.",0
200 inmigrantes han vuelto a saltar la valla de Ceuta de manera violenta. Hay varios guardias civiles heridos. ¿Hasta cuándo vamos a tener que aguantar esto? Necesitamos un muro fronterizo ya mismo. https://t.co/5UMeXTbxmE,0
#StopGlobalizacion #StopSionismo #StopIslam #StopFemimarxismo #StopLGTB #casoaislado 200 inmigrantes hieren a varios guardias civiles en un nuevo salto violento de la valla de Ceuta https://t.co/gDAxEJStop,0
"Alrededor de 200 inmigrantes saltan la valla fronteriza de Ceuta. Si a alguno de estos salvajes les toca un guardia civil hay guerra general; Propongo poner a los Mossos a defender la frontera, no pasa ni uno y todos contentos.",0
Mucho Franco y mierdas pero de esta agresiva invasión de inmigrantes ni mu.  #Asco https://t.co/dRUd75QoN4,0
Aquí vemos a los inmigrantes ilegales que han conseguido saltar la valla de Ceuta hiriendo a siete guardias civiles con cal viva y ácido. ¿Y estos vienen a pagarnos las pensiones? Deportación inmediata de todos ellos. https://t.co/wuTBx7T9rX,0
"Cal viva 😡    No son #refugiados, son SALVAJES Y CRIMINALES    Todo mi apoyo a la @guardiacivil ❤💛❤ https://t.co/qZmovxBU4W",0
Nuevo asalto a la valla de Ceuta con 7 agentes heridos. Se preocupara esta vez @sanchezcastejon  de los mismos o por el contrario irá a agasajar a los delincuentes inmigrantes?,0
Las fronteras de #Espaa no son seguras. Los delincuentes las continuan asaltando con total impunidad. #LTIMAHORA Cinco guardias heridos en un salto de 200 inmigrantes a la valla de Ceuta,0
MÁS DE 200 INMIGRANTES HIEREN A SIETE GUARDIAS CIVILES CON ÁCIDO Y CAL VIVA AL SALTAR LA VALLA DE CEUTA.    No hay problema  el viernes se aprueba sacar a Franco que es lo que necesita España.    Los inmigrantes salvajes y violentos potenciarán nuestra maravillosa multiculturalidad,0
"200 inmigrantes saltan la valla de Ceuta y hieren a 7 agentes. No os olvidéis ahora darles techo, comida, agua y una paguita mensual.",0
"Más de 200 ""pobres"" inmigrantes han saltado la valla de Ceuta.    Han herido a siete guardias civiles con cal viva. Pero luego las ONGs y la marabunta progre los defenderán. Repugnante. https://t.co/IDZknXyI2d",0
Que manden a los mossos! Estos son de gatillo rapido.-200 inmigrantes saltan la valla fronteriza de Ceuta y hieren a cinco guardias civiles,0
"Ms de 100 inmigrantes saltan la valla de Ceuta y hieren a siete agentes con cal viva.Todo el apoyo del mundo a los compaeros heridos.Y ya est bien. De aguantar est invasin masiva, coordinada y violenta.",0
"Los inmigrantes, esos que se quejan de que son devueltos al desierto como animales, son los que luego llegan a la valla de Melilla y atacan a la Guardia Civil con cal viva, como personas educadas y civilizadas",0
¡¡¡ Cuando vamos a parar está invasión de subsaharianos !!!  #sanchezdimision #eleccionesYA  Más de 200 inmigrantes hieren a siete guardias civiles con cal viva al saltar la valla de Ceuta https://t.co/rO9FAMjz3x,0
"Alrededor de 200 migrantes cruzan la valla fronteriza de Ceuta va @elpais_espanaVamos Pedro, pide otro Aquarius, quita concertinas, abre fronteras y, todo en nombre de los DDHH, de los inmigrantes ilegales claro est. A ti, te duelen ms las heridas",0
¡Y decían que no había efecto llamada! Ahí tenéis de nuevo en #Ceuta otros 200 inmigrantes que han saltado la valla y herido con CAL VIVA Y ÁCIDO a 7 agentes de la @guardiacivil (mucho ánimo) ¿se supone que ahora debemos ser amables con ellos? ENTRAN CON VIOLENCIA 🤬,0
200 inmigrantes saltan la valla de Ceuta y atacan con cal viva a la guardia civil.  ¿Qué más tiene que ocurrir para levantar muro forrado de ametralladoras?   https://t.co/GaY18BQWH1,0
"Ni un inmigrante mas, por favor. https://t.co/zhKXAJrudO",0
"🔥🔥Siete guardias civiles heridos tras ser atacados con cal viva, objetos punzantes y excrementos, tras el último asalto masivo a la valla de #Ceuta , de unos 200 inmigrantes.     ➡️ Ahora tocará servirles comida y cama calentita.     Todo en orden.    https://t.co/T7NylWTUjI",0
"@palizk1 @GasparRivas Váyase a EEUU, so capitalista, pero cuidado con ser deportada por ser solo una sudaca rasca.",0
Somos el hazmereír de Europa. Los moros se mean en nosotros. La invasión islámica no cesa.   https://t.co/05XKTEfBLf  // Guardia Civil. Invasión islámica. Moros. Islam. Valla Ceuta. Marruecos. Gobierno.,0
200 inmigrantes saltan la valla de Ceuta hiriendo a varios guardias civiles  SEGÚN ENTRAN HAY QUE ECHARLOS.  No hay derecho a todo esto.  https://t.co/lihu5OcppN    Enviado desde @updayESP,0
Vamos a seguir permitiendo esto? No los queremos aquí!!! Más de 100 inmigrantes hieren a siete guardias civiles con ácido y cal viva para saltar la valla de Ceuta | Última hora asalto a la valla de Ceuta https://t.co/XL3FH7VHUR,0
"Otro salto a la valla de ceuta, agreden a 7 guardia civiles y aqui nadie hace nada, a tomar por culo a su pais, basta ya de inmigracion ilegal.",0
"@UnionGC @interiorgob Las concertinas eran una solución contundente y que cuando viajas fuera las ves en todas partes,p.e. en los aeropuertos alemanes. Es una vergüenza que se proteja más a los inmigrantes que entran ilegalmente que a los 👮 que cuidan de que se cumpla la legalidad.",0
@sanchezcastejon Cómo van a proteger a las #FCSE? Cómo dijo Marlaska quitando las concertinas de las vallas? Esos delincuentes fuera de España. #Eleccionesya,0
"#FueraGob.@sanchezcastejon   #FueraMarlaskaMinistro.@interiorgob  x HUMILLAR a nuestros #CFSEyFAS al permitir esta INFAME-INVASIÓN de inmigrantes-ILEGALES(salvajes-delincuentes)..y ataques con armas cortantes,cal viva y heces,,,a nuestra valiente @policia-@guardiacivil   #EleccGenYA https://t.co/soxnD1rcgm",0
"Si los GC son los heridos, se lo han buscado, cuando sólo hacen su trabajo. Si  son los inmigrantes los que resultan heridos, es que somos una bestias. Ahora pregunto yo: ¿Quienes tiraban ácido, excrementos y cal viva, los GC o los inmigrantes?. Devuélvanlos a su tierra de nuevo. https://t.co/yfTOZyCeE4",0
"Señorias, mas de 100 inmigrantes africanos asaltan la valla de Ceuta y agreden a 7 guardia civiles con acido y cal viva, pero esten tranquilos, son unos angelitos que solo vienen a buscar trabajo y no son violentos.  Eso son inventos de los fachas intolerantes. https://t.co/tolHHa3j2K",0
#NoTerminaMas vamos camino a ser una triste colonia sudaka gracias a los mercenarios de la UCR socios menores de #Cambiemos,0
"Y no es invasión, que va.  Inmigración por cojones. Y algunos dando palmas con las orejas, dándoles la enhorabuena. Recuerden a Carmena sobre inmigrantes que saltadon la valla de Melilla 2016: ""Son los mejores, los más valientes""  Mi apoyo a nuestra policía y guardia civil. https://t.co/kzpDg2n0R8",0
"Más de 100 inmigrantes saltan la valla de Ceuta y hieren a siete agentes con cal viva https://t.co/6g8dn7TB4L vía @elmundoes  Declaralo secreto Pedro,como tus vicios y enchufes.  Yo ha estos ""invasores""les llevaría a casa de Carmena.  Son unos valientes.",0
"@revistamongolia Y además yo hasta diría que parece moro, con el fenotipo perfectamente definido.  Expulsión inmediata de inmigrantes ilegales. Es la hora de @vox_es",0
Redadas y devoluciones en caliente y frío! Estamos hasta los CO-JO-NES.    Más de 100 inmigrantes hieren a siete guardias civiles con ácido y cal viva para saltar la valla de Ceuta | Última hora asalto a la valla de Ceuta https://t.co/BFQ451e78H,0
"@ayalamendi @interiorgob @guardiacivil Porras de acero , lago con cocodrilos , minas y autorización  para disparar. El criminal de la tribu africana que quiera pasar ya sabe lo que va a recibir . Y se me olvidaba mas concertinas , las bandas tribales africanas utilizan tecnicas de guerrilla.",0
"@guardiacivil Cuando agreden a los guardias civiles españoles en #Ceuta, en los medios nunca se muestran fotos de los heridos, y así a nadie les importa un bledo. Pero cuando se habla de las concertinas de la valla, bien que ponen imágenes de invasores que se hacen daño al quedar enganchados.",0
Estos son los inmigrantes que han saltado la valla y agredido a los guardias civiles que protegen nuestra frontera en Ceuta. Se nota que están deseando pagarnos las pensiones y convertir a España en una potencia mundial. https://t.co/nQgO1Mo8ki,0
"Hoy otro salto masivo a la valla en Ceuta,con Guardias Civiles heridos.Mientras Gobierno sigue mirando hacia otro lado.Cabe reforzar nuestras fronteras y apoyar a la @guardiacivil frente a la inmigración irregular.Todo mi reconocimiento a los agentes que han sufrido la agresión.",0
@europapress Pero si vosotros los Matas a pelotazos para que queris las concertinas,0
Más de 100 #inmigrantes saltan la valla fronteriza de Ceuta #StopIslam #defendeurope  https://t.co/NLwf985Srp,0
@elmundoes A este le dejaba yo enganchado en las concertinas.,0
"Basta ya de buenismo, si te no respetas a la polica ni a la guardia civil en la frontera nada de concertinas, simplemente 4 tiros. Fin del problema",0
Para @vox_es la manada no son los violadores sino los inmigrantes. Nada más que añadir. https://t.co/TRkNxqHNoj,0
"@ElCascabelTRECE @EdurneUriarte @interiorgob Se debería enviar al ejercicio para apoyar a la Guardia  Civil. Y se debería construir un Muro. Pero es más caro, que las Concertinas",0
"@_SantosTrinidad Pues nada, que no pongan las concertinas,  o va6a a se4 que se corten los chicos. Ya Palma os nosotros, ya palma la guardia civil. Mira Italia: hasta que no se repartan entre todo Europa los que lleguen,  no desembarca  uno. Los devuelven, sanos y comidos.",0
"@elmundoes Y esta es la gente pacífica a la q queréis acoger? Vayas electrificadas, concertinas y nidos de metralletas es lo q hace falta.",0
"#IGC #GuardiaCivil   Señores del Gobierno, no deriven la atención ciudadana, atiendan los graves problemas de inmigración descontrolada que han creado y que usan la violencia contra nuestros compañeros. Cada vez más se sienten más inmunes por sus políticas migratorias sin control. https://t.co/0ZJn1VT8fg",0
"@europapress 25000 voltios y que quiten las concertinas , y el que tenga huevos que salte",0
Interior mantiene el plan de retirar las concertinas pese a la creciente presión en Ceuta y Melilla: es evidente que la prioridad del Gobierno es proteger a los inmigrantes que atacan con ácido y cal viva a nuestras FCSE.  https://t.co/NtBNYvBNyo,0
"@ArthurConan33 Italia ya se niega a acoger más inmigrantes, aquí deberíamos hacer lo mismo, el dichoso barco está fomentando la entrada masiva, la valla de Ceuta debe estar más vigilada con más medios y con autorización para defenderla con cualquier medio",0
@JipiConOsde @barbieclas Volvete a tu país sudaca,0
"El Gobierno expulsa a Marruecos a los 11 inmigrantes que saltaron la valla de Ceuta. Al fin, una buena medida, no se puede dejar entrar a gente violenta sin control, que pone en peligro a las fuerzas de seguridad. Si el PSOE hace algo bien, se dice",0
"Pues ya que ha empezado, y les aplaudo, que sigan: todo aquel inmigrante que la policia detecte que está ilegal en España, que, a traves de decreto, como tanto le gusta al bobo de Sánchez, lo deporte directamente a su país,  y si no sabe cuál es , que lo deporte a la patera. https://t.co/1HAswNc4d0",0
El Gobierno devuelve a Marruecos a los 116 inmigrantes que saltaron la valla de Ceuta este miércoles.    ¿Porqué no hacen lo mismo con los mas 600 de la otra vez y los del Aquarius y el Open Arms?    Éso es que Merkel ya no le paga lo suficiente. https://t.co/uzhVoptv6I,0
@Pakus23 @concontexto @adrianferia7 @AntonioMaestre a ver que protegemos?el pais ¿de que? de inmigrantees que viene a vivir de lo nuestro? pues x esa regla de 3 deberias de estar pidiendo que no dejen hacer negocios aqui a ningun extragero o es que los que tienen pasta  y pueden evitar las concertinas son mejores que los demas,0
"Esto es lo que tendrian que hacer con todos los ilegales que tenemos en este Pais expulsarlos a todos.    Pero esto es mas postureo que otra cosa, Sanchez sabe que la gente esta hasta los huevos de la invasion de inmigrantes ilegales que estamos sufriendo y pasa al modo POSTUREO. https://t.co/POXs9Wv1TT",0
Los tenían que devolver todos.!!  España devuelve a Marruecos a los 116 inmigrantes que asaltaron la valla de Ceuta - Libertad Digital https://t.co/NzhGggrTCL,0
"#EquiparacionYa elementos disuasorios de masas, Protección,apoyo y remuneración a nuestras FYCSS.#NiUnoMasilegal   #EleccionesYa #YoApoyoaCusí #YoApoyoaUCO   El Gobierno expulsa a los 116 inmigrantes que saltaron la valla de Ceuta    https://t.co/9W15iMPEgu    Enviado desde @updayESP",0
"Se podrá haber devuelto a los salvajes ilegales a Marruecos.  Lógico.  Ellos ya han cobrado su dinero, dentro de unos meses los reenvían, cobran de nuevo subvenciones UE. y así hasta el infinito -  ¿Expulsados 116 inmigrantes que saltaron la valla de Ceuta? https://t.co/2ONMr6wMMO",0
"#SánchezLárgate    Los inmigrantes sin papeles con tarjeta sanitaria. Los españoles fuera de su comunidad, con un papel mojado.    En VOX se va a trabajar para que los españoles tengan una de las mejores sanidades del mundo, si no la mejor, como lo ha sido mucho tiempo. https://t.co/hrUQDkgVn5",0
"@Pomps_LM @pablozeug @Emmanopla Siempre puede irse y dejar de ser sudaca, ah perdón es por nacimiento no por elección, aguántese entonces en el norte sería otra su historia",0
"@benemeritosGC La solución es fácil, muro de hormigón de 3 metros de alto, garitas cerradas para vigilancia y por delante la valla actual con concertinas. No es caro, es cuestión de quererlo hacer.",0
"Nunca es tarde si la dicha es buena; en este caso abandonar el ""que bueno son los hermanos del colegio"" , el complejo , la demagogia barata, ante una cotidiana  invasión de  hordas hostiles #España #StopInmigracionilegal https://t.co/UdPU1vZWAb",0
"¡Por fin una buena noticia! La expulsión masiva de inmigrantes ilegales no debe ser la excepción, debe ser la norma habitual y urgente. Las presiones populares contra la inmigración ilegal en la UE surten efecto.👏👌 https://t.co/cxUfdDY6T8",0
@linternacope @cope_es Devolución exprés ahora y siempre. Y más concertinas y lo que haga falta para que no entren,0
"@pablocasado_ Pocas concertinas hay, electrificadas tenian que ser!",0
"🔥Un inmigrante subsahariano propina una brutal paliza a una joven en Ciudad Real por no dejarse besar  #NanoMarlaska como siempre, desaparecido  Aumentan las agresiones de inmigrantes. ¡Llamad a más!  #EspañaSinLey  Así quedó el ojo de la víctima 👇     👇  https://t.co/cAohSLbX37 https://t.co/p7CjMYoArR",0
"Mas riqueza cultural, un inmigrante subsahariano le da una paliza a una chica en Ciudad Real por no dejarse besar.   Como siempre las Feministas calladas como Frutas!!  https://t.co/UdMRoHa5Jw",0
"Un inmigrante subsahariano propina una brutal paliza a una joven en Ciudad Real por no dejarse besar.    La chica subio despues a las redes sociales la imagen de su ojo.    Como dice Carmena: ""Han venido los mas valientes"", pero con las mujeres. https://t.co/yunSecwmzA",0
Inmigrante da una brutal paliza a una joven por no dejarse besar en Ciudad Real.#stopinvasion #YoSiTeCreo #NoesNo lo peor que no han salido a la calle las feminas del Twitter que tanto se indignaron con la salida de La Manda a la calle.,0
"Queremos el ejército en las fronteras y que se refuerce la valla, no queremos inmigración indeseada. A ver si se enteran de una vez.  #EleccionesYA https://t.co/WGe4bEqUBd",0
"El proyecto del @PSOE para una Espaa mejor es exhumar a Franco, abrir las fronteras quitando las concertinas y darle papeles a todo el que venga ilegalmente. Esto cuando no hay trabajo ni para los espaoles.#SanchezDimision",0
"@IBleKz @Inori_Niichan @Sykii_ @RAY_Heco no metas a nadie ms en esto bro, disfruta la vida que son 2 das puede ser que maana un moro de la guardera de refugiados te parta una botella en la cabeza y haya terminado tu pattica existencia.",0
@merce105 @leono39 @lisrebeldia @malditaternura @betoasaberatv Jajajaja ok veneca y sudaca también lo eres x si no te enseñaron en el colegio jajajja así terminan todos los venecos mostrando su real cara,0
@eldesconcierto LA VIEJA que dejó entrar miles de inmigrantes sin control Sanitario y sin papel de Antecedentes enfermedades que hacía 100 años habían desaparecido en Chile aparecieron sarampión el cólera el tifus enfermedades venéreas gracias a La Gorda que nos dejó en la ruina .Que dé la cara,0
INVASIÓN DE ESPAÑA CUANDO UN PUÑADO DE TRAIDORES Y TIRANOS LA DESGOBIERNA  Nuevo asalto a la valla de Ceuta: entran 200 inmigrantes ilegales https://t.co/Tj8ON3gHhl vía @Gaceta_es,0
@_SantosTrinidad Todos los que apoyan la inmigración que se lleven un negro o un moro a sus casas.  HDLGP.,0
"Marlaska, sobre los inmigrantes que asaltaron la valla en Ceuta: ""¡Les quiero fuera ya!"" https://t.co/GesMDW5oRm",0
"Marlaska, sobre los inmigrantes que asaltaron la valla en Ceuta: ""¡Les quiero fuera ya!""    Pues yo quiero que no tengan posibilidad de entrar y que la @guardiacivil se pueda defender.    https://t.co/moTpVNiAYj",0
"Marlaska, sobre los inmigrantes que asaltaron la valla en Ceuta: ""¡Les quiero fuera ya!"" asi se habla.Basta ya d demagogia con q hay q ser Teresa d Calcula. Si te atacan, largo!!!!",0
"@eldiarioes Bodrio de panfleto, el asesinado, también era inmigrante latino.    A ver si un moro de estos, entra con un AK en vuestra redacción, y os hacéis eco de la realidad.",0
"""Detenidos 10 inmigrantes por organizar el salto a la valla de Ceuta del mes de julio"".  Estamos hasta el gorro de la inmigración ilegal como para encima tener que tolerar la que se salta la valla de Ceuta de manera extremadamente violenta. https://t.co/kGfpAl3uWI",0
"Detenidos por “organización criminal” 10 inmigrantes q saltaron la valla d #Ceuta en julio y atacaron con ácido,heces y cal viva a los agentes.    El visionado d las cámaras confirma q organizaron y lideraban el ataque.    Y ahora, de vuelta a su casa, ¿no?🤔 https://t.co/k2bXN8LUus",0
Detenidos por “organización criminal” 10 inmigrantes que saltaron la valla de Ceuta en julio   -  De este tipo de criminalidad nos quieren llenar España la organización totalitaria ⁦@ahorapodemos⁩ con el abyecto ⁦@MiguelUrban⁩ a la cabeza!!!!!! https://t.co/AOtJe62hiC,0
Que caiga todo el peso de la ley y después nada de regalarles un piso. Deportacion y prohibición de entrar en España 10 años. Detenidos 10 inmigrantes por “organización criminal” para saltar la valla de Ceuta https://t.co/C5ihxGoBnN,0
"@yolandacmorin Con Sánchez e Iglesias: seguro que desaparecemos: nuestro dinero para estos grupos. Y nosotros como Venezuela. Sin luz, agua, comida, papel, igienico, etc. Los españoles a comer piedras al campo. Los inmigrantes. Casa, comida dinero Educación Sanidad Universal etc todo para ellos",0
"Un gachupín renegado, refugiado, rata, tu pinche abuelo.  Borracho tmb como tu?  Lo creo https://t.co/PAoCBZduW7",0
"@josuegabriel @betliyu @Oratoriapolitic Claro que no soy indocumentado, estoy en contra de la inmigracion ilegal, nadie quiere que se le metan a su casa, por lo que leo tu no eres presisamente nacido en eua creo el indocumetado eres tu",0
"@Elfara2009 @00flokinski11 @AntonioYesteIU @Valencianistasc @agarzon Lo dices por el casoplón de Iglesias? tan bueno ellos que hasta tienen inmigrantes recien saltados de la valla de Ceuta viviendo en la casa de invitados de ""los Iglesias"".",0
@AgusDimmer @MartuMachado Martina no decís que soy yo porque te doy vergüenza? Ya sabemos quien va a ser la sudaca indocumentada 👩‍🌾,0
@MaivePerez Llora te lo.mereces por zorra,1
@mspn95 @SC_ESPN Callate gallina puta y cntala cmo quieras!! Bolso culo facil!! Jajajaaj hijooo,1
@enkarny282 @irenejunquera No tienes ni puta idea.la melodia es mi novia es sevillista...una puta mas.,1
@elultimopeter Tu eres demasiado perra 😂,1
@ValentinaaCruz Puteria y perico también somos almas gemelas excepto que tu eres puta desde él vientre.,1
"@PatonGuzman eres una verdadera cagada, puto, mierda entre la mierda, por eso a los putos argentos, sudakas miserables, se le aborrece, por escorias como mico sorete mal parido",1
@AgusMariano17 @astrobrix @saintlean asi le digo a tu mami callate perra,1
"@AngeAlvarez7 Callate perra, re despierta estoy",1
En ese listado deben estar de segundo los árabes y chinos que nos tienen jodidos. Vienen de sus países con una mano delante y una atrás y consiguen préstamos gigantescos para sus negocios y para maltratar al venezolano. Acá en margarita se ve mucho esa vaina https://t.co/gHdYmtl68V,1
Querida tú eres una puta sin llenadero.. que dicen tus hijos de tu nuevo amor? Sigues siendo su ejemplo 🤣🤣🤣,1
@DrodriguezVen tu eres la perra mas perra de las perras,1
@MirandaLanda22 Ya callate pinche puta y celebra la navidad hija de perra,1
@Laura99CM Ahora que me has faltado el respeto te lo puedo decir por fin: ¡A fregar puta!,1
@chechechacon Tu eres una puta sentenciada y estas con concha en el congreso. Mentiste en tu cv y a las justas terminaste primaria. No te hagas la santa hipocrita de cuarta,1
"Jajajajajajjajajajajajajjaa ay Dios la mujer es maldad me voy de aqui, que puta pavera.",1
@agaxiolag cállate puta! Aprende a hablar y blanqueate el hocico. #ExatlonMx,1
Calmados no se amontonen!!!pinches nacos frijoleros pikense el culo 🖕🏽😑 https://t.co/tn7lEhUzsE,1
"La moronegrada está hundiendo el país a base d ser cobradores netos d pensiones, teroristas, robar, violar, traficar, petar el sistema penitenciario,educativo,judicial y sanitario...pero lo q importa es 1 negro q dice ser ingeniero  #NosTomanPorImbéciles  https://t.co/2pR0YPtNCA",1
Comemela XDDD y la cara también!! 🤣🤣🤣🤣🤣 — No nos pasemos 👀 https://t.co/t3o5yHY0zb,1
